fulfillment_id,order_id,fulfillment_date,status,warehouse,product_name,product_department,product_category
ea28a430-bb00-44c2-a1a9-e07554a469f8,3291b381-a79c-4de6-82b5-d08c14d63496,2021-09-18,Cancelled,Elite Retailers,Apple iPad (10th Generation),Electronics,Tablets
d83dc50e-969e-4074-bc85-0a87f95985ee,3381da39-2cb5-4ac2-bc4a-891efbf11df7,2023-03-14,Cancelled,Worldwide Imports,Dyson V15 Detect Plus Cordless Vacuum,Home & Kitchen,Cordless Vacuums
dd913be3-4750-4407-ad0c-2bec320e0b5a,0768fc8d-4003-43f9-9a45-08e87eba49c5,2023-03-17,Cancelled,Prime Warehouse Solutions,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
746ed0a4-b614-42f2-9cb2-b8312d7704ab,e225dbda-fa01-461f-bb7d-2e1375c869c9,2025-02-10,Delivered,Tech Innovations Ltd.,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
00a89178-00ab-4de7-9f1b-511d6ad664a4,7989f710-4cd6-479d-b2b9-9ca5dbb0f205,2020-01-26,Pending,Dynamic Distributors,Dyson V15 Detect Plus Cordless Vacuum,Home & Kitchen,Cordless Vacuums
891e3fba-1866-40bc-8af6-62a690abedd8,3977678e-31f8-45ef-862a-c5fee844c5b4,2021-03-09,Cancelled,Global Logistics Co.,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
e212b253-5e4a-4d55-94ec-afecdfbc0456,db1e01bf-e3af-4aa2-9095-eff1313da38d,2025-05-17,Shipped,Elite Retailers,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
01d0e491-786d-4dc6-8ddc-7d9cec9daa11,b40aa7e3-da09-4a77-890c-539872f116df,2021-01-31,Pending,ABC Electronics,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
f15d943b-308b-4359-87b8-0d224b58a19c,b6029cb5-51c2-4e47-a20a-ef5a6a2af4cb,2025-04-26,Shipped,Dynamic Distributors,Apple iPad (10th Generation),Electronics,Tablets
eb999b3b-22c2-4e0f-aaf1-ab400c2cacdc,c45d9edd-c4f1-49cd-b482-8e30c067c409,2025-06-16,Delivered,Global Logistics Co.,Apple iPad (10th Generation),Electronics,Tablets
03549cbe-973b-49ba-a455-189487bec5f2,b74dd190-95ab-440a-a5c0-9b921cc16b52,2020-03-23,Delivered,Supreme Goods Inc.,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
c8000363-6e72-40a1-9a73-34b071d4b001,b8132cbc-1889-4612-9391-ac2170734856,2023-09-12,Pending,Prime Warehouse Solutions,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
cb13abac-a470-4514-9b46-84613c034d11,cadea2bd-9a9c-4807-9017-c05d105571dd,2020-05-19,Shipped,Supreme Goods Inc.,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
686fd4f2-ef81-45ba-9519-f0b6c8e284e5,fec08ff0-ca1b-4c30-866d-49dfacf9194a,2024-08-20,Pending,NextGen Logistics,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
4c447f82-9e7b-453d-aecd-230f42c35152,68cbab87-0340-4bec-9d00-8c13b9cabf2f,2025-05-24,Delivered,Dynamic Distributors,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
10bd4572-27de-4b3b-accf-dc1011fc21ed,ff2bb8c4-ff02-429c-ae70-de9d5bba6768,2023-05-12,Shipped,ABC Electronics,Beast Mini Blender Plus,Kitchen & Dining,Blenders
a2d317df-9c4f-4fff-82b3-9aaf32a7be9c,4ca32f7f-4a51-4c4a-b2e4-118d2b229c30,2025-05-30,Delivered,Dynamic Distributors,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
5c9bfc7e-3317-44ed-bbec-0d2404a52e48,f6c26eec-098a-4287-973e-fd899ad553c7,2022-12-15,Cancelled,Express Shipping Corp.,Apple AirPods Max,Electronics,Headphones
8485f0e6-eb94-4b1f-bb7b-080a9631a1f9,4064ae47-5444-4e93-aee1-09a7c3ea8a31,2022-04-11,Pending,ABC Electronics,Apple AirPods Max,Electronics,Headphones
d250699b-40a3-444f-8731-c9018506e818,1301e1ab-7e1c-4b62-bfe5-8081dd5441a3,2020-10-14,Cancelled,Elite Retailers,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
49cc3db4-1ea1-4a65-bac3-28ee11e5cbde,4f8e04b0-5a2f-4579-b34f-0cb83c1a2f5b,2023-12-21,Shipped,Global Logistics Co.,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
bc712927-fb27-4c9d-98f0-5d0329997328,163a1716-1279-45c9-8274-e31fcbce0c26,2024-02-11,Delivered,Elite Retailers,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
a7a61cec-e625-4c1c-91df-e61e772fdbaa,e29ca4de-7202-45c2-b578-d5339ce40710,2023-06-23,Pending,Worldwide Imports,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
caae5a58-a342-4c82-82c8-55b66df7ea08,06456d2a-7502-4b8f-836b-cbd310c4556b,2025-08-05,Shipped,Prime Warehouse Solutions,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
79623e39-ddb0-4782-817b-db26a652b713,1ffe63d3-5a3a-423e-849c-a05603d527cf,2022-06-12,Shipped,ABC Electronics,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
e3093c93-52b7-4a0e-8c40-3fb7e1268f12,db1a444e-1eda-456e-ad53-7d53f919bbd1,2020-06-07,Shipped,Express Shipping Corp.,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
f2d1bf3f-f3e7-400d-933e-2a60c2ee7369,f852dbcf-4ed5-4248-a05e-2ef1bead2ef7,2021-11-18,Pending,Tech Innovations Ltd.,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
6685ee5d-56ea-47c4-9df2-403196508bf9,6600a94d-cd6f-48a3-8ced-997f838f18b3,2021-05-11,Delivered,NextGen Logistics,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
b5712299-25dc-4256-8fd1-d257e117b4b4,416115aa-b54c-49f1-9008-3dcd7f702459,2023-05-14,Cancelled,Elite Retailers,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
87146a1f-be4d-4470-8ec1-d10dffd426c9,b9a777d7-39c2-477e-b81a-4cb0345cfe4c,2022-08-04,Cancelled,Worldwide Imports,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
c11dd94f-7982-427f-a3ca-27111c49d32e,7dfd1a50-d30c-4a81-950e-0aea360b0e17,2022-01-26,Delivered,Global Logistics Co.,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
f0696ffe-9de4-4814-81f3-0dc1574b65d0,b08f8f95-cb5d-4da6-aacf-42eab274f2bf,2025-04-12,Cancelled,Supreme Goods Inc.,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
039b7854-5994-45d1-beb6-8b3c32231278,d3fd26a4-ef82-44e3-a624-4549f6dd1e9c,2022-12-07,Pending,Supreme Goods Inc.,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
d3fdb24f-2c43-4492-bd08-bf5181af6d02,cfceed45-62db-4da1-9ed1-5c963034c955,2020-08-20,Delivered,Tech Innovations Ltd.,Beast Mini Blender Plus,Kitchen & Dining,Blenders
66ad789b-8378-4784-b89a-febcffcea64b,d4ab72a1-8939-4d89-9c79-f3ae15be8c65,2020-05-13,Shipped,Elite Retailers,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
4756e77a-cf0a-4c1c-98c8-339a0bd40b27,301e9fab-e80f-4cbc-b953-08bf42c8cc77,2021-07-29,Delivered,ABC Electronics,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
afd01f47-0122-4fd5-afec-b9196667c6d4,70cbccd2-75d6-4882-a696-4391b109ff94,2020-10-31,Cancelled,ABC Electronics,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
a6f60efc-b7f4-425f-a821-7c05746998e1,69529885-905d-4cbc-a952-84ca57053d43,2020-10-30,Delivered,Supreme Goods Inc.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
cbaa0817-d33a-4c2e-8190-a4caa82c15fc,484f5b9b-9fc1-4048-982a-5eeb38d6bf83,2022-10-02,Shipped,Tech Innovations Ltd.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
dc333cb5-cf15-402f-b668-13f536415601,148d52f0-4d7b-48c1-ab77-625476c3ef81,2021-03-11,Pending,Global Logistics Co.,Dyson V15 Detect Plus Cordless Vacuum,Home & Kitchen,Cordless Vacuums
50f86056-76cb-4d36-a15d-bbc69cac6b96,12e9da05-ba30-4a0a-8234-783d5267d20b,2024-11-27,Shipped,NextGen Logistics,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
b188972b-3070-4641-85ba-c30a1538f27c,50a2d9b3-ed5f-46f1-a445-4a33b1d57e6b,2023-07-25,Pending,NextGen Logistics,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
5e2c443e-792e-4833-9d90-0fd0a51ed5da,df0f128d-a2ef-4426-828c-682e27c04568,2020-12-04,Delivered,NextGen Logistics,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
0cd393c1-8fef-4978-888b-a48ba12d914b,347e8190-62b4-44ae-a70c-9849bb7a2aee,2022-12-04,Pending,Elite Retailers,Apple AirPods Max,Electronics,Headphones
962288a0-e083-4a7b-91e2-a55a4678cafb,6be44229-3f10-4ed0-a21e-dd641e53a816,2024-07-04,Pending,Tech Innovations Ltd.,Beast Mini Blender Plus,Kitchen & Dining,Blenders
8d40f98e-3b20-4c6f-94fb-0dd4163e35e5,9fbdb9c6-cd1e-4c87-93d7-677cd1c9261a,2025-01-11,Cancelled,NextGen Logistics,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
f9bba4a3-52d4-4d3d-a7bb-58cfcc43f53a,c2ad638d-2f56-4034-83ba-cb56188b1cb1,2024-07-02,Pending,Supreme Goods Inc.,Beast Mini Blender Plus,Kitchen & Dining,Blenders
1a2b9057-7684-40e7-bc2d-8df0c0b6350f,58c43e54-0fc2-443a-8cd3-9ac69c4c1362,2024-05-26,Cancelled,Express Shipping Corp.,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
47a0a29e-2d12-4643-ab68-b25c8712b5d3,718b664b-6b30-4821-9c80-469221c56a78,2020-02-05,Pending,Elite Retailers,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
1c97c425-191c-4a19-b613-43e95db9ceec,4182a66d-aff1-4c67-af87-b4c1b8a202ce,2025-01-31,Pending,Dynamic Distributors,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
a1f60629-df99-4264-b414-a96758b5fbab,0db7d52d-949b-4534-ab33-f188f57c6ff7,2022-02-13,Delivered,Tech Innovations Ltd.,Apple iPad (10th Generation),Electronics,Tablets
d5cdad03-67bf-4d43-8236-73099235d97e,bc44b8cc-2daa-4271-b84b-27abc937977a,2023-03-25,Shipped,Elite Retailers,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
7f8ad165-1ee6-4f63-8a5c-59e1bed08df7,54339360-1470-49a0-b1f6-dcb2eaa44bbc,2021-10-25,Cancelled,Tech Innovations Ltd.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
a81960e3-6e73-4dde-a770-c298dc97c7bb,17e31a9f-65c1-48b9-ba3b-9b4eeb417d5f,2025-09-10,Pending,Worldwide Imports,Beast Mini Blender Plus,Kitchen & Dining,Blenders
b74002e5-f083-4406-ad33-7fa940221eb1,362de7cf-e9cd-41e2-bfdf-2f33456dd451,2021-08-24,Shipped,Prime Warehouse Solutions,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
e458b790-f799-418e-a1d6-b6d9d1b46960,fef30662-122e-4394-9b41-ad7a0987a87a,2020-04-29,Cancelled,Worldwide Imports,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
42aff8cf-2ff5-406f-a59f-44c30a21f87b,cb40deb1-7cdb-4bb6-8333-6c87a40ef88f,2020-09-15,Delivered,Worldwide Imports,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
a0d9c091-c69d-4c0d-b5ac-b8a9aba9cdfe,f5e9242b-124f-48e9-b73f-9544709cda08,2022-03-11,Cancelled,NextGen Logistics,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
07b7d493-a03f-4ba4-bd08-dd1a2152ae33,7d862aeb-8c33-4b61-9493-7c7d4b413f63,2020-01-04,Pending,Supreme Goods Inc.,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
72b302ee-0f13-4bf4-b4c3-b44012229f7c,583fd4f1-f056-4077-b8b5-03e04b212866,2020-10-14,Shipped,Tech Innovations Ltd.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
bbc25c91-a4c0-4fe7-b99d-a529821297f3,20053dac-c446-4d66-9019-7b1f69681ccf,2025-09-23,Delivered,Worldwide Imports,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
9bd7a128-9387-418c-bf94-b93a89cb1731,f7dc2f6b-75da-416a-bbad-b5a72393c43f,2024-02-19,Delivered,Elite Retailers,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
5d88339c-e887-4294-ae72-3fe45614974e,c1b0f989-6a6f-4c2a-86ab-4a7cf63ea393,2023-03-07,Pending,NextGen Logistics,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
501df414-2ed3-4760-a0de-c4b7a083ea9a,95902313-9b9b-4a6f-b7dd-ed89ab4dd276,2023-05-22,Pending,Supreme Goods Inc.,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
08f45837-88bd-40c5-80db-0bace5547d30,fb1404e4-434a-4018-ad51-03e0f44df11f,2023-05-27,Shipped,Worldwide Imports,COSRX Snail Mucin 96% Power Repairing Essence,Beauty & Personal Care,Facial Serums
a23c4b20-a008-4bfa-afa4-5c4944689c8d,fc2a65de-422c-4631-86cf-095417e9027a,2025-01-14,Cancelled,Supreme Goods Inc.,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
21c62a73-6a5a-4f76-a85e-0e7a703adcdb,64b0b87d-5f9f-4e0d-a882-05f9de071ca3,2022-09-13,Shipped,Tech Innovations Ltd.,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
dc8b6e4f-90e8-49fd-a3f6-bb936707c999,1a0f007b-edda-45a2-b951-b5ed28535609,2021-07-13,Pending,Tech Innovations Ltd.,Dyson V15 Detect Plus Cordless Vacuum,Home & Kitchen,Cordless Vacuums
5ae4ece5-7c38-4a7a-abee-a98023053236,228f69e8-4fc7-4744-b270-05ec7f8cd961,2024-07-18,Pending,Express Shipping Corp.,Beast Mini Blender Plus,Kitchen & Dining,Blenders
f87550e7-87ab-41bd-9e6b-ec7834b0d05d,d80b5b98-3aef-4d48-b0b8-509b1b31625f,2022-02-16,Shipped,Prime Warehouse Solutions,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
6591a2c2-5e68-4ecd-9466-e808233b166a,21addb1c-2080-4393-916f-78c4c12b2f49,2020-03-04,Cancelled,Tech Innovations Ltd.,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
a3feed70-a16b-4347-a6b0-5977088351c5,cea9c169-d95e-4600-b614-a7712feec42c,2022-05-14,Delivered,Elite Retailers,Apple iPad (10th Generation),Electronics,Tablets
4a14e719-8460-487f-b3fe-d4d5277cb8f3,d18f7754-28f4-44be-a9b0-9e25e81799c1,2022-08-05,Shipped,Worldwide Imports,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
fc56f43d-4252-4281-b70f-570700a535d5,5b4384cf-6d02-4602-b384-e22901909b7b,2025-07-16,Delivered,ABC Electronics,Apple AirPods Max,Electronics,Headphones
1bb05ff6-0ba7-4514-9bbb-7840a6efc9de,40da7891-3fc3-4bf4-93f0-634ad673c719,2023-09-05,Shipped,Worldwide Imports,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
4f1b041d-828a-4134-97ee-41efb4927e6f,a47988f3-60af-41a7-9259-f0754824d7d4,2025-08-01,Pending,Supreme Goods Inc.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
7e48c62a-6ccc-44c1-bd64-f1cfbbc6f97d,67722a8b-25fe-42e7-9580-401c932d5fbb,2021-09-14,Delivered,Express Shipping Corp.,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
4c47bec9-c60f-448c-b93a-687a513f7ba9,ae1ffa80-0583-4e87-852e-59a329aa7b7f,2025-09-08,Shipped,Elite Retailers,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
7e5fe99b-c1ca-4d19-92c2-656ab82c228a,7abb4668-e168-423b-bef5-8044b850fa0b,2022-05-13,Delivered,Prime Warehouse Solutions,Apple AirPods Max,Electronics,Headphones
98930d54-d798-4bd2-b98b-9f8fe5217ac7,7b00caa4-1bb7-4caa-be83-428c264c6c94,2022-11-13,Pending,Dynamic Distributors,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
6bf58cb4-05c1-495c-b314-e80088b2636c,4465fadb-8d70-4715-b6bd-9d08c2e19783,2024-02-25,Delivered,Supreme Goods Inc.,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
311e54c6-9776-481f-9749-9dfb72e28369,2be597f6-ee8c-4352-884c-4969aa9a3743,2024-02-16,Shipped,Elite Retailers,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
caff20ce-11fe-4958-b5d0-ae10b6c46ccf,271d4e97-15b3-4a8f-a049-197ce804ab19,2020-07-14,Shipped,Tech Innovations Ltd.,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
da4e128a-c2da-4f61-b7e2-34cc8946fa10,ee8304c9-b23b-4956-8447-bdf63ca5bf92,2023-04-12,Cancelled,Dynamic Distributors,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
6d7ab97b-b285-4bc0-9dec-d4407de960a2,4276aa02-be6b-48a8-ac85-249d3b9bd50e,2021-10-16,Pending,Global Logistics Co.,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
3b39ed85-11ca-439d-9cd6-6d6221f05efe,7e227456-0bbc-4092-b042-61789a5a51b8,2023-09-25,Cancelled,Prime Warehouse Solutions,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
8b7180d6-3d5d-4b54-8f08-5fb40a49581c,626d56aa-7a4a-4588-8587-98f4759bbaad,2022-12-07,Shipped,Supreme Goods Inc.,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
adb27182-147d-4282-905a-5564b5059914,4ca919b6-7594-4d80-901d-005ed6571027,2022-11-25,Shipped,Supreme Goods Inc.,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
5eb7b47e-e2e2-4f99-ae27-6232788eb181,476904a1-3aa0-4ca1-80ef-39c770c1853a,2023-06-16,Shipped,Tech Innovations Ltd.,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
7c1bedd3-f3b8-4418-8f88-0670d0a4e54f,9ed1aa8d-f3b8-4756-b756-108d87c0d247,2025-11-06,Shipped,Prime Warehouse Solutions,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
7f407e75-aa31-43f7-b03a-b79cbc823f6b,77967b90-3749-415f-9d10-a80d1b206568,2025-04-10,Delivered,Supreme Goods Inc.,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
432245e3-5427-4c73-a54a-3005962021ad,4cf2c320-23d8-443e-b2ba-1054ee6d6387,2025-11-10,Cancelled,Elite Retailers,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
cb61f37c-907c-409f-8027-f9b7c3419f75,8c93f90a-9133-4eb4-b2d9-c9af460c2b28,2025-09-18,Pending,ABC Electronics,Beast Mini Blender Plus,Kitchen & Dining,Blenders
b962c823-e270-4b1e-8b02-16946f3e4b3e,15cb3106-20ae-484c-9218-d51a81fb3897,2022-07-02,Shipped,Supreme Goods Inc.,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
5ff994d1-1a4a-4c26-ac48-631d3efba323,a04a606b-2e59-4f29-9b8e-ec950276b456,2025-07-19,Cancelled,Express Shipping Corp.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
11a9d41d-7874-4692-a957-a0deb9be661e,a28b2bf2-132e-46a1-a5c8-86e91de8e5cd,2025-03-08,Delivered,Prime Warehouse Solutions,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
c9e45aae-e5f3-44b2-8ba8-e62671e140c2,b54d1c7a-a59d-4d4b-a22d-a9005055078e,2025-08-11,Cancelled,Dynamic Distributors,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
6ac02b94-b6c8-4ef6-a538-ec47161dbf98,08ed2e52-9a4f-46c7-9581-f255858e3310,2020-05-18,Shipped,Tech Innovations Ltd.,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
82a0c28b-c8ce-4ff6-890a-cc31df12d580,b398b248-f59a-4a2f-a4fc-f89e1ad7dea9,2021-09-09,Cancelled,Global Logistics Co.,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
0a11e268-56e8-4192-afa9-6cffdca53ee1,e6cfe294-33df-4faf-9dc2-e0e49afc4ae7,2024-03-19,Delivered,Dynamic Distributors,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
9b6d7e4e-3689-44d6-8582-c00608f52f84,cf920a3e-0bfd-4d07-8cc1-db2c07116e5d,2024-01-11,Delivered,Worldwide Imports,Apple AirPods Max,Electronics,Headphones
0b7eb136-0926-4b31-80c3-ff2d574df252,94e4b3ee-0605-4160-99bf-746d234bbbaa,2025-01-18,Shipped,Tech Innovations Ltd.,Apple AirPods Max,Electronics,Headphones
a849be02-5710-435e-bf4d-bb923da9db33,764d9b1a-df1a-4423-85ab-dd00d43db1aa,2023-08-12,Shipped,Dynamic Distributors,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
7f983cb6-a40c-49a4-b1a3-d5b8b2de5861,14cae325-6c06-4546-81bd-c3df740996f2,2025-10-11,Delivered,Express Shipping Corp.,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
cd0345f6-b854-4926-a495-f563850e8e86,4d9d851c-a317-4f5d-9e3c-527fb01a9853,2021-02-08,Delivered,Prime Warehouse Solutions,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
d39822cc-95b0-4390-b566-840f83b9f1b8,bce82c2a-e8d7-4ca1-87ef-afc110d08070,2023-12-31,Cancelled,Express Shipping Corp.,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
04bb454d-7764-4b1f-ab1b-716643b27372,618505b1-bbc2-4d2b-9cf4-c807840ddb32,2021-10-22,Pending,Elite Retailers,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
b7b4ea6a-2d46-4d75-86d1-f8ad3a316188,a88338df-72bb-48d5-838b-ac363e66dcba,2022-03-24,Pending,Dynamic Distributors,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
d0f2889d-cce3-4672-b770-c59273d518ea,2f750d93-1f52-40c8-bf89-2262c3e046bf,2024-09-27,Cancelled,Tech Innovations Ltd.,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
7dd15e7f-aaed-45ea-aad5-eb57997e6446,2a3798a0-c32b-471f-96a8-45eb003f9b83,2020-01-30,Delivered,Express Shipping Corp.,Beast Mini Blender Plus,Kitchen & Dining,Blenders
cc77f97a-d7aa-43b1-b6f1-137fa95c8882,606426ff-f35c-4e78-9286-96818cd18922,2024-06-19,Pending,Global Logistics Co.,COSRX Snail Mucin 96% Power Repairing Essence,Beauty & Personal Care,Facial Serums
753ed307-1aa8-49ea-8f16-42defcf009bb,1b0ef856-2671-4d0b-a6f6-b1c50ee398b5,2023-10-05,Cancelled,Worldwide Imports,Beast Mini Blender Plus,Kitchen & Dining,Blenders
b7a9e111-5cf4-413a-af2e-05e129f457a7,d01c2518-270a-429a-8690-79e003b3c764,2024-08-26,Delivered,Worldwide Imports,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
e2929359-63b8-4f1a-aca0-71ae6623830d,e1d15643-8336-4750-acd7-0e3f05bbe290,2023-06-18,Shipped,NextGen Logistics,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
e8c04719-9482-4a2f-9e60-13dd8f9abd2a,31892b44-6508-4fd8-983e-a1db698baa45,2022-01-10,Delivered,Dynamic Distributors,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
4d2a7134-4d6b-4456-aed1-51dc6ad10126,517073e3-a29b-4262-ae92-5280be10d108,2024-12-19,Pending,ABC Electronics,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
ae86b593-3f7f-468b-842f-503035dfc836,00aadbfb-027c-42a0-abf3-1fd8e5eba63c,2022-08-17,Cancelled,NextGen Logistics,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
3188971b-f093-41f2-aa2b-9f86ec4b8956,328bb51e-8f8b-464e-a5bf-ec588ba5d98f,2025-03-16,Delivered,Tech Innovations Ltd.,Apple AirPods Max,Electronics,Headphones
2ff76d67-6776-4261-9d47-36cc74b0f17d,fdf0bf49-5ca9-4a0f-9e26-bc5c58e7cabb,2025-01-13,Delivered,Tech Innovations Ltd.,Apple iPad (10th Generation),Electronics,Tablets
4c7c51b9-20a9-4b39-b2d8-741c15f9f690,80ad05aa-01d0-4170-ad87-15c2a054e614,2025-02-08,Cancelled,Global Logistics Co.,Apple iPad (10th Generation),Electronics,Tablets
1c1f7da0-9556-4c55-a5bd-865cd1bd28ea,97dc1daa-477e-41e9-a8f7-b1c0235d4192,2025-12-29,Cancelled,Global Logistics Co.,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
4714f676-2aa2-42ff-a246-126d780c532c,e146854e-4d51-4c3c-bcbf-61bb345f0b01,2024-04-26,Delivered,NextGen Logistics,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
eabc4ac5-e8e3-414c-bf06-9219965ccccd,c6fbcf44-d622-4d62-9b41-2480c5fdb336,2021-03-17,Delivered,Worldwide Imports,Apple iPad (10th Generation),Electronics,Tablets
