inventory_id,product_name,quantity,warehouse,last_updated,inventory_cost_per_unit,product_department,product_category
9a56214f-d993-416a-8d51-253c1408ebd1,COSRX Snail Mucin 96% Power Repairing Essence,405,Worldwide Imports,2021-07-19,324.71,Beauty & Personal Care,Facial Serums
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,308,Tech Innovations Ltd.,2024-10-07,181.6,Health & Household,Water Bottles
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,9,Dynamic Distributors,2024-12-07,325.36,Kitchen & Dining,Espresso Machines
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,285,Dynamic Distributors,2025-04-07,45.34,Kitchen & Dining,Espresso Machines
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,365,ABC Electronics,2025-07-21,488.13,Kitchen & Dining,Mugs
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,354,Prime Warehouse Solutions,2023-03-11,282.47,Beauty & Personal Care,Hair Oils
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,70,Prime Warehouse Solutions,2020-02-15,350.93,Beauty & Personal Care,Acne Treatments
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,300,Prime Warehouse Solutions,2023-03-05,400.83,Beauty & Personal Care,Acne Treatments
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,53,Elite Retailers,2023-07-22,226.8,Home & Kitchen,Cordless Vacuums
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,368,NextGen Logistics,2021-04-11,27.88,Kitchen & Dining,Espresso Machines
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,487,Dynamic Distributors,2020-09-26,223.85,Pet Supplies,Pet Hair Removers
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,214,ABC Electronics,2024-04-13,393.09,Home & Kitchen,Robot Vacuums
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,497,Supreme Goods Inc.,2020-10-22,79.19,Home & Kitchen,Bed Pillows
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,289,Express Shipping Corp.,2025-11-07,451.01,Health & Household,Water Bottles
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,182,Supreme Goods Inc.,2023-05-20,490.66,Home & Kitchen,Robot Vacuums
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),187,NextGen Logistics,2024-11-30,187.37,Electronics,Tablets
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,443,Prime Warehouse Solutions,2021-08-09,133.56,Kitchen & Dining,Mugs
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,323,Elite Retailers,2021-12-07,52.97,Home & Kitchen,Carpet Cleaners
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,453,ABC Electronics,2020-09-02,81.38,Health & Household,Water Bottles
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,81,Elite Retailers,2024-10-13,231.49,Beauty & Personal Care,Body Mists
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),109,Worldwide Imports,2021-11-21,434.3,Electronics,Tablets
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,237,Dynamic Distributors,2020-01-02,67.73,Kitchen & Dining,Stand Mixers
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,365,ABC Electronics,2020-10-30,479.1,Kitchen & Dining,Espresso Machines
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,206,NextGen Logistics,2020-11-14,18.06,Beauty & Personal Care,Body Mists
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,385,Prime Warehouse Solutions,2022-02-23,61.92,Home & Kitchen,Bed Pillows
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,468,Prime Warehouse Solutions,2021-06-21,241.78,Kitchen & Dining,Milk Frothers
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,335,Express Shipping Corp.,2022-05-28,98.9,Home & Kitchen,Carpet Cleaners
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,169,ABC Electronics,2021-01-17,133.09,Home & Kitchen,Cordless Vacuums
73691721-db11-4892-9fef-b6edcf31724e,essence Lash Princess False Lash Effect Mascara,451,Tech Innovations Ltd.,2020-01-13,468.61,Beauty & Personal Care,Mascaras
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,367,Elite Retailers,2022-07-15,242.72,Health & Household,Water Bottles
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,31,Worldwide Imports,2024-01-04,219.59,Pet Supplies,Pet Hair Removers
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,60,Elite Retailers,2023-11-03,270.12,Home & Kitchen,Robot Vacuums
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,281,ABC Electronics,2022-08-27,125.55,Beauty & Personal Care,Hair Oils
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,271,Elite Retailers,2022-08-20,232.2,Home & Kitchen,Cordless Vacuums
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,393,Tech Innovations Ltd.,2025-09-22,27.2,Kitchen & Dining,Blenders
f64f0420-0bd6-48a2-a1e2-ee6b95104c81,MEATER Plus Long Range Wireless Smart Meat Thermometer,347,Worldwide Imports,2022-02-17,277.73,Kitchen & Dining,Meat Thermometers
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,246,Dynamic Distributors,2025-08-07,95.69,Home & Kitchen,Cordless Vacuums
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,163,Express Shipping Corp.,2023-07-22,134.19,Home & Kitchen,Cordless Vacuums
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,495,Elite Retailers,2020-06-13,402.02,Beauty & Personal Care,Body Mists
57bbe7ae-3f10-40b9-822c-f9ec5faf7704,Apple AirPods Max,328,Elite Retailers,2020-05-11,241.29,Electronics,Headphones
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,118,Global Logistics Co.,2020-10-09,197.69,Beauty & Personal Care,Body Mists
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,303,NextGen Logistics,2020-01-09,432.12,Kitchen & Dining,Stand Mixers
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,334,Supreme Goods Inc.,2021-04-09,69.37,Beauty & Personal Care,Body Mists
f64f0420-0bd6-48a2-a1e2-ee6b95104c81,MEATER Plus Long Range Wireless Smart Meat Thermometer,228,Tech Innovations Ltd.,2025-06-13,43.3,Kitchen & Dining,Meat Thermometers
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,253,Elite Retailers,2024-02-16,414.49,Beauty & Personal Care,Hair Oils
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,101,Elite Retailers,2024-09-07,452.95,Kitchen & Dining,Blenders
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,134,ABC Electronics,2023-10-30,145.03,Home & Kitchen,Bed Pillows
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,117,Prime Warehouse Solutions,2025-05-04,367.89,Beauty & Personal Care,Body Mists
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,250,Express Shipping Corp.,2022-07-29,110.18,Home & Kitchen,Bed Pillows
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,243,Global Logistics Co.,2020-08-04,409.9,Kitchen & Dining,Espresso Machines
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,390,Supreme Goods Inc.,2025-03-03,192.67,Pet Supplies,Pet Hair Removers
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),384,Express Shipping Corp.,2022-04-30,172.48,Electronics,Tablets
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,191,Prime Warehouse Solutions,2025-03-22,445.24,Kitchen & Dining,Stand Mixers
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,495,Prime Warehouse Solutions,2024-05-23,277.76,Beauty & Personal Care,Body Mists
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,363,Supreme Goods Inc.,2025-11-23,228.5,Beauty & Personal Care,Body Mists
f64f0420-0bd6-48a2-a1e2-ee6b95104c81,MEATER Plus Long Range Wireless Smart Meat Thermometer,123,NextGen Logistics,2023-06-14,372.7,Kitchen & Dining,Meat Thermometers
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),135,Dynamic Distributors,2024-06-07,195.46,Electronics,Tablets
9a56214f-d993-416a-8d51-253c1408ebd1,COSRX Snail Mucin 96% Power Repairing Essence,142,Tech Innovations Ltd.,2020-04-16,488.5,Beauty & Personal Care,Facial Serums
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,459,Express Shipping Corp.,2025-07-22,14.33,Home & Kitchen,Robot Vacuums
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,408,Global Logistics Co.,2023-08-04,468.24,Health & Household,Teeth Whitening
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,436,Prime Warehouse Solutions,2022-08-31,394.69,Kitchen & Dining,Blenders
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,193,Worldwide Imports,2024-06-19,489.55,Home & Kitchen,Carpet Cleaners
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,317,Global Logistics Co.,2024-07-12,153.23,Health & Household,Water Bottles
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,497,ABC Electronics,2022-02-11,369.12,Home & Kitchen,Cordless Vacuums
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,121,Dynamic Distributors,2022-04-11,14.96,Health & Household,Teeth Whitening
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,352,Elite Retailers,2023-03-31,148.24,Kitchen & Dining,Stand Mixers
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,209,Worldwide Imports,2021-05-28,485.65,Beauty & Personal Care,Acne Treatments
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,374,Elite Retailers,2023-01-25,47.89,Health & Household,Water Bottles
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,324,Tech Innovations Ltd.,2022-03-04,442.52,Kitchen & Dining,Stand Mixers
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,75,ABC Electronics,2022-08-06,461.06,Beauty & Personal Care,Body Mists
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,21,ABC Electronics,2022-12-26,406.87,Health & Household,Teeth Whitening
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,427,Tech Innovations Ltd.,2023-12-08,297.55,Home & Kitchen,Carpet Cleaners
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,217,Supreme Goods Inc.,2020-04-25,290.27,Health & Household,Water Bottles
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,232,Prime Warehouse Solutions,2023-12-02,321.13,Kitchen & Dining,Mugs
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,314,ABC Electronics,2022-12-20,362.04,Kitchen & Dining,Mugs
9a56214f-d993-416a-8d51-253c1408ebd1,COSRX Snail Mucin 96% Power Repairing Essence,246,Worldwide Imports,2023-07-08,478.22,Beauty & Personal Care,Facial Serums
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,361,Prime Warehouse Solutions,2020-12-23,452.18,Kitchen & Dining,Milk Frothers
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,306,Worldwide Imports,2020-07-12,266.42,Kitchen & Dining,Stand Mixers
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,293,Global Logistics Co.,2023-04-01,266.49,Home & Kitchen,Carpet Cleaners
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,121,Worldwide Imports,2021-06-27,481.04,Home & Kitchen,Robot Vacuums
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),277,ABC Electronics,2024-02-06,335.94,Electronics,Tablets
57bbe7ae-3f10-40b9-822c-f9ec5faf7704,Apple AirPods Max,233,Express Shipping Corp.,2021-10-12,312.75,Electronics,Headphones
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,1,Global Logistics Co.,2022-08-22,172.11,Kitchen & Dining,Mugs
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,19,Express Shipping Corp.,2020-12-27,109.45,Health & Household,Teeth Whitening
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,350,Express Shipping Corp.,2020-01-31,115.29,Kitchen & Dining,Mugs
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,478,NextGen Logistics,2025-10-14,307.23,Home & Kitchen,Cordless Vacuums
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,216,ABC Electronics,2022-08-26,425.62,Home & Kitchen,Carpet Cleaners
73691721-db11-4892-9fef-b6edcf31724e,essence Lash Princess False Lash Effect Mascara,82,Prime Warehouse Solutions,2025-01-18,153.3,Beauty & Personal Care,Mascaras
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,75,Worldwide Imports,2020-09-27,137.24,Kitchen & Dining,Stand Mixers
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,46,Supreme Goods Inc.,2025-12-11,495.62,Beauty & Personal Care,Hair Oils
f64f0420-0bd6-48a2-a1e2-ee6b95104c81,MEATER Plus Long Range Wireless Smart Meat Thermometer,362,Prime Warehouse Solutions,2021-08-27,294.12,Kitchen & Dining,Meat Thermometers
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,96,Express Shipping Corp.,2025-06-30,428.24,Health & Household,Teeth Whitening
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,415,Tech Innovations Ltd.,2025-05-27,160.75,Kitchen & Dining,Blenders
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,8,NextGen Logistics,2020-01-08,145.28,Pet Supplies,Pet Hair Removers
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,396,Elite Retailers,2023-03-01,432.61,Health & Household,Teeth Whitening
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,102,Tech Innovations Ltd.,2025-05-04,357.69,Home & Kitchen,Bed Pillows
9a56214f-d993-416a-8d51-253c1408ebd1,COSRX Snail Mucin 96% Power Repairing Essence,411,Express Shipping Corp.,2025-09-25,52.31,Beauty & Personal Care,Facial Serums
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,339,Express Shipping Corp.,2021-09-19,257.93,Kitchen & Dining,Milk Frothers
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,7,Worldwide Imports,2022-03-27,363.19,Health & Household,Teeth Whitening
f64f0420-0bd6-48a2-a1e2-ee6b95104c81,MEATER Plus Long Range Wireless Smart Meat Thermometer,38,ABC Electronics,2025-02-17,347.49,Kitchen & Dining,Meat Thermometers
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,103,Express Shipping Corp.,2022-10-16,35.76,Home & Kitchen,Bed Pillows
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,271,Elite Retailers,2023-04-13,81.19,Kitchen & Dining,Stand Mixers
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,199,NextGen Logistics,2020-03-04,465.43,Health & Household,Water Bottles
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,165,Tech Innovations Ltd.,2020-08-19,202.0,Home & Kitchen,Cordless Vacuums
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,413,NextGen Logistics,2023-11-14,152.23,Beauty & Personal Care,Body Mists
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,15,Global Logistics Co.,2025-12-29,218.58,Kitchen & Dining,Stand Mixers
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,151,Supreme Goods Inc.,2021-10-23,104.16,Home & Kitchen,Carpet Cleaners
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,296,NextGen Logistics,2022-06-26,286.73,Home & Kitchen,Robot Vacuums
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,197,NextGen Logistics,2021-08-26,458.28,Home & Kitchen,Robot Vacuums
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,342,Worldwide Imports,2023-10-19,367.66,Kitchen & Dining,Milk Frothers
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,137,Prime Warehouse Solutions,2024-08-09,472.37,Home & Kitchen,Bed Pillows
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,222,Prime Warehouse Solutions,2020-02-07,29.61,Health & Household,Water Bottles
73691721-db11-4892-9fef-b6edcf31724e,essence Lash Princess False Lash Effect Mascara,392,Elite Retailers,2020-01-22,351.81,Beauty & Personal Care,Mascaras
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,313,Prime Warehouse Solutions,2022-06-27,468.98,Kitchen & Dining,Espresso Machines
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,484,Express Shipping Corp.,2025-03-14,307.07,Home & Kitchen,Carpet Cleaners
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,135,Tech Innovations Ltd.,2020-08-25,389.41,Health & Household,Teeth Whitening
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,475,Dynamic Distributors,2022-10-03,261.39,Home & Kitchen,Bed Pillows
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,389,Tech Innovations Ltd.,2021-08-27,440.35,Kitchen & Dining,Mugs
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,363,Express Shipping Corp.,2022-08-11,11.17,Home & Kitchen,Bed Pillows
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,390,Tech Innovations Ltd.,2020-06-04,240.65,Home & Kitchen,Bed Pillows
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,189,Tech Innovations Ltd.,2021-03-30,273.89,Kitchen & Dining,Milk Frothers
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,338,Worldwide Imports,2020-06-29,258.15,Kitchen & Dining,Stand Mixers
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,102,Express Shipping Corp.,2024-07-13,495.29,Beauty & Personal Care,Hair Oils
73691721-db11-4892-9fef-b6edcf31724e,essence Lash Princess False Lash Effect Mascara,282,Prime Warehouse Solutions,2024-11-10,232.36,Beauty & Personal Care,Mascaras
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,415,Dynamic Distributors,2024-09-28,401.07,Kitchen & Dining,Blenders
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,218,Worldwide Imports,2023-11-16,250.26,Home & Kitchen,Cordless Vacuums
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,225,Express Shipping Corp.,2022-10-21,52.95,Health & Household,Water Bottles
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,296,Worldwide Imports,2020-09-21,154.3,Beauty & Personal Care,Acne Treatments
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,483,Global Logistics Co.,2022-07-29,402.93,Home & Kitchen,Cordless Vacuums
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,254,Worldwide Imports,2024-12-27,210.91,Kitchen & Dining,Stand Mixers
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,376,Global Logistics Co.,2020-08-08,399.48,Home & Kitchen,Robot Vacuums
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,153,NextGen Logistics,2022-12-15,388.29,Kitchen & Dining,Espresso Machines
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,385,Prime Warehouse Solutions,2023-07-09,176.31,Kitchen & Dining,Milk Frothers
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,58,ABC Electronics,2021-06-01,149.22,Pet Supplies,Pet Hair Removers
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,230,Global Logistics Co.,2021-01-20,390.81,Health & Household,Teeth Whitening
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,195,Tech Innovations Ltd.,2024-11-10,156.84,Home & Kitchen,Robot Vacuums
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,244,Prime Warehouse Solutions,2020-12-27,318.28,Kitchen & Dining,Milk Frothers
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,422,Supreme Goods Inc.,2021-03-18,100.9,Kitchen & Dining,Espresso Machines
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,110,Tech Innovations Ltd.,2024-04-20,29.32,Kitchen & Dining,Espresso Machines
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,105,Elite Retailers,2025-04-24,462.63,Kitchen & Dining,Milk Frothers
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,327,ABC Electronics,2023-11-07,73.11,Kitchen & Dining,Stand Mixers
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,140,Tech Innovations Ltd.,2024-07-01,273.54,Beauty & Personal Care,Body Mists
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,227,Global Logistics Co.,2022-11-28,209.5,Kitchen & Dining,Mugs
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,485,Global Logistics Co.,2020-03-17,27.66,Pet Supplies,Pet Hair Removers
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,415,Dynamic Distributors,2020-06-21,224.31,Home & Kitchen,Cordless Vacuums
73691721-db11-4892-9fef-b6edcf31724e,essence Lash Princess False Lash Effect Mascara,125,Tech Innovations Ltd.,2023-08-19,211.69,Beauty & Personal Care,Mascaras
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,369,Global Logistics Co.,2020-06-03,235.06,Kitchen & Dining,Stand Mixers
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,9,Elite Retailers,2025-11-10,393.59,Beauty & Personal Care,Body Mists
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,295,Global Logistics Co.,2022-07-06,419.53,Beauty & Personal Care,Hair Oils
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),132,Elite Retailers,2022-01-14,91.72,Electronics,Tablets
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,393,Prime Warehouse Solutions,2025-09-01,231.33,Health & Household,Water Bottles
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,245,Global Logistics Co.,2021-11-03,369.1,Home & Kitchen,Robot Vacuums
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,17,Global Logistics Co.,2022-03-30,387.46,Home & Kitchen,Robot Vacuums
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,498,Supreme Goods Inc.,2021-08-14,255.5,Pet Supplies,Pet Hair Removers
57bbe7ae-3f10-40b9-822c-f9ec5faf7704,Apple AirPods Max,70,Prime Warehouse Solutions,2021-07-15,411.89,Electronics,Headphones
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,182,Tech Innovations Ltd.,2020-06-04,261.54,Home & Kitchen,Carpet Cleaners
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,256,Tech Innovations Ltd.,2023-05-02,460.41,Health & Household,Teeth Whitening
